student_id,name,institution,attendance_rate,assignment_submission_rate,lms_login_frequency,avg_session_time,grades,engagement_score,attendance_submission_ratio,attendance_lms_interaction,dropout_risk
KOL-2026234,Triveni Babu,Jadavpur University,91.91,43.81,0.0,72.5,53.55,45.1,2.05,0.0,1
KOL-2026235,Yashasvi Jain,Jadavpur University,99.22,80.57,5.6,89.1,47.13,73.99,1.22,555.2,0
KOL-2026236,Alka Sabharwal,University of Calcutta,71.25,72.52,9.3,47.7,70.77,70.42,0.97,666.2,0
KOL-2026237,Aarav Chaudhry,Presidency University,61.97,41.5,0.3,2.0,100.0,35.93,1.46,21.27,1
KOL-2026238,Tanish Om,Jadavpur University,65.13,57.25,5.1,55.4,77.21,53.32,1.12,330.61,0
KOL-2026239,Quincy Dayal,University of Calcutta,66.32,72.91,3.1,75.2,69.82,55.77,0.9,207.56,0
KOL-2026240,Onkar Kade,Jadavpur University,84.58,97.86,4.6,2.6,67.99,74.45,0.86,391.92,0
KOL-2026241,Zayan Sura,Jadavpur University,58.37,81.42,8.3,35.5,66.18,67.94,0.71,486.46,0
KOL-2026242,Mason Dugar,Presidency University,75.3,100.0,6.0,2.0,75.07,75.4,0.75,450.22,0
KOL-2026243,Champak Bobal,St. Xavier's College,98.37,83.85,3.5,4.4,55.82,70.59,1.16,345.83,0
KOL-2026244,Wriddhish Lanka,St. Xavier's College,57.23,81.48,9.8,44.9,36.08,70.86,0.69,563.4,0
KOL-2026245,Qabil Kurian,University of Calcutta,96.33,47.93,3.5,35.4,44.3,55.63,1.97,340.12,0
KOL-2026246,Rohan Char,St. Xavier's College,67.34,76.75,0.9,24.1,74.45,52.82,0.87,60.19,1
KOL-2026247,Anirudh Tara,University of Calcutta,100.0,53.81,4.8,58.3,31.63,61.78,1.82,478.64,0
KOL-2026248,Abhiram Nath,St. Xavier's College,36.44,100.0,2.1,99.0,48.72,55.36,0.36,75.37,1
KOL-2026249,Noah Swamy,Presidency University,100.0,100.0,11.2,65.2,80.48,94.03,0.99,1121.53,0
KOL-2026250,Rachana Johal,University of Calcutta,87.12,49.57,1.1,34.9,56.6,48.4,1.72,99.0,1
KOL-2026251,Atharv Toor,St. Xavier's College,85.32,91.75,4.3,71.9,37.17,71.53,0.92,367.68,0
KOL-2026252,Ranbir Chand,Presidency University,54.23,12.74,3.7,32.0,90.27,29.32,3.95,201.23,1
KOL-2026253,Charles Chandran,St. Xavier's College,47.47,100.0,8.3,49.6,55.47,71.97,0.47,392.73,0
KOL-2026254,Maya Kata,Jadavpur University,61.81,95.48,10.6,73.6,50.22,79.44,0.64,654.96,0
KOL-2026255,Nikita Bath,Jadavpur University,73.1,15.48,5.1,31.3,50.68,39.12,4.43,375.08,0
KOL-2026256,Harita Jaggi,Presidency University,81.3,50.08,0.0,2.0,59.45,44.42,1.59,0.0,1
KOL-2026257,Daniel Bajwa,Jadavpur University,100.0,52.2,1.9,46.7,40.03,54.94,1.88,189.23,0
KOL-2026258,Arin Comar,Jadavpur University,86.85,99.35,3.6,29.9,42.44,73.62,0.87,316.97,0
KOL-2026259,Chaman Brahmbhatt,University of Calcutta,65.02,75.29,7.2,14.9,89.85,65.04,0.85,467.97,0
KOL-2026260,Lipika Mallick,St. Xavier's College,69.53,44.08,0.0,57.1,74.74,38.49,1.54,0.0,1
KOL-2026261,Jagvi Saxena,University of Calcutta,71.47,79.45,0.0,21.8,75.89,53.22,0.89,0.0,0
KOL-2026262,Meera Thakur,St. Xavier's College,76.46,27.02,5.6,34.1,27.7,45.81,2.73,430.65,1
KOL-2026263,Ranbir Rao,Jadavpur University,53.84,42.31,4.7,63.7,39.68,43.15,1.24,253.15,0
KOL-2026264,Victor Comar,University of Calcutta,79.43,84.41,4.6,25.8,43.45,67.49,0.93,366.79,0
KOL-2026265,Eta Nath,St. Xavier's College,46.41,0.0,5.5,57.6,12.74,25.77,46.41,256.57,1
KOL-2026266,Dev Sethi,St. Xavier's College,83.62,100.0,4.1,16.8,56.34,73.81,0.83,340.57,0
KOL-2026267,Azad Kurian,University of Calcutta,55.79,42.62,2.3,11.2,62.45,38.74,1.28,128.89,0
KOL-2026268,Aahana Gole,Presidency University,77.11,57.93,3.0,2.0,77.66,52.69,1.31,229.68,0
KOL-2026269,Aayush Karpe,St. Xavier's College,66.03,100.0,5.0,16.2,51.47,70.62,0.65,333.16,0
KOL-2026270,Tanvi Kapoor,Jadavpur University,72.49,24.73,7.2,18.3,97.47,47.1,2.82,523.2,0
KOL-2026271,Nicholas Mutti,St. Xavier's College,60.16,100.0,4.2,56.3,69.69,67.13,0.6,254.92,0
KOL-2026272,Hritik Prakash,Jadavpur University,55.84,93.84,2.8,24.9,40.9,60.35,0.59,157.94,0
KOL-2026273,Finn Bains,University of Calcutta,100.0,35.11,4.1,70.3,58.41,52.8,2.77,408.48,0
KOL-2026274,Pahal Bumb,St. Xavier's College,46.63,76.99,3.3,59.6,83.75,51.95,0.6,155.97,0
KOL-2026275,Anusha Sastry,Jadavpur University,82.75,74.12,4.7,26.2,66.77,64.5,1.1,387.31,0
KOL-2026276,Unnati Sane,Jadavpur University,73.71,100.0,0.5,63.5,86.34,63.13,0.73,35.17,1
KOL-2026277,Yashasvi Badal,University of Calcutta,23.32,47.98,8.5,34.4,40.01,44.49,0.48,199.13,0
KOL-2026278,Bakhshi Goswami,St. Xavier's College,88.49,80.31,3.2,25.8,52.16,65.45,1.09,279.97,0
KOL-2026279,Vyanjana Ganesan,St. Xavier's College,100.0,55.98,8.3,73.0,79.97,70.09,1.76,826.01,0
KOL-2026280,Hemani Ramesh,University of Calcutta,78.88,64.32,0.8,43.1,36.42,51.19,1.21,66.03,1
KOL-2026281,Rachit Chana,St. Xavier's College,59.78,70.63,5.0,28.5,71.73,56.88,0.83,298.38,0
KOL-2026282,Advika Setty,University of Calcutta,89.17,27.31,4.4,83.5,39.99,47.19,3.15,396.12,1
KOL-2026283,Wridesh Nayak,St. Xavier's College,81.31,70.03,5.2,47.2,72.69,63.6,1.14,425.0,0
KOL-2026284,Kamala Basu,Presidency University,79.02,58.24,6.4,82.5,57.35,60.62,1.33,502.07,0
KOL-2026285,Gabriel Rao,St. Xavier's College,94.36,61.63,0.0,56.2,49.29,52.96,1.51,0.0,1
KOL-2026286,Lajita Lalla,Jadavpur University,77.3,70.33,6.5,24.1,70.26,65.22,1.08,501.17,0
KOL-2026287,Ekansh Kara,Jadavpur University,86.25,82.23,0.7,62.1,49.28,60.32,1.04,62.62,1
KOL-2026288,Mitali Barad,Presidency University,78.08,100.0,3.2,26.3,59.61,70.32,0.77,251.25,0
KOL-2026289,Nisha Chawla,St. Xavier's College,87.6,19.74,0.3,8.3,79.01,34.85,4.22,27.34,1
KOL-2026290,Saksham Sankar,Jadavpur University,67.7,60.27,4.2,64.0,41.45,53.52,1.1,287.41,0
KOL-2026291,Krishna Joshi,Jadavpur University,91.45,79.03,4.7,60.0,5.94,69.04,1.14,426.5,0
KOL-2026292,Saumya Suri,St. Xavier's College,55.61,13.74,5.8,69.3,57.25,34.59,3.77,321.94,1
KOL-2026293,Bhanumati Sandhu,University of Calcutta,100.0,100.0,9.7,53.6,61.51,90.87,0.99,973.99,0
KOL-2026294,Chaitaly Dara,St. Xavier's College,64.59,41.39,11.6,30.6,62.46,60.79,1.52,749.1,0
KOL-2026295,Pranit Sangha,University of Calcutta,70.96,100.0,1.8,39.9,45.15,65.19,0.7,129.2,0
KOL-2026296,Amruta Shan,Presidency University,56.54,63.96,2.5,17.7,31.87,47.9,0.87,141.21,0
KOL-2026297,Upkaar Mammen,Presidency University,36.9,86.28,4.3,2.0,53.82,54.77,0.42,158.23,0
KOL-2026298,Jai Prabhakar,Jadavpur University,77.02,100.0,0.0,37.9,56.8,63.11,0.76,0.0,1
KOL-2026299,Gavin Srinivas,Jadavpur University,74.69,43.94,2.9,15.1,81.52,46.16,1.66,215.36,0
KOL-2026300,Mohammed Mukherjee,Jadavpur University,100.0,63.3,1.5,2.0,23.94,58.58,1.56,152.06,0
KOL-2026301,Yutika Sane,University of Calcutta,75.88,79.24,0.0,57.4,50.34,54.46,0.95,0.0,1
KOL-2026302,George Narula,Jadavpur University,100.0,90.11,3.1,12.7,16.96,72.6,1.1,306.01,0
KOL-2026303,Raagini Goda,St. Xavier's College,65.36,37.36,3.5,36.9,55.5,42.14,1.7,231.4,0
KOL-2026304,Ojasvi Dixit,University of Calcutta,73.71,77.37,0.2,70.3,58.03,53.46,0.94,13.53,1
KOL-2026305,Kalpit Gulati,Presidency University,85.58,71.53,7.3,42.2,47.75,70.01,1.18,627.82,0
KOL-2026306,Balhaar Chokshi,University of Calcutta,44.84,68.04,3.9,29.8,57.43,48.99,0.65,174.14,0
KOL-2026307,Vaishnavi Mangat,Jadavpur University,57.93,67.6,4.6,9.3,85.31,54.19,0.84,264.12,0
KOL-2026308,Bhavna Kuruvilla,St. Xavier's College,91.33,76.96,1.7,79.4,36.13,61.91,1.17,158.75,0
KOL-2026309,Chakradhar Bose,St. Xavier's College,92.01,46.22,8.9,28.7,65.77,65.11,1.95,816.49,0
KOL-2026310,Baghyawati Dhar,Jadavpur University,67.05,87.7,6.8,2.0,86.09,69.72,0.76,454.38,0
KOL-2026311,Vincent Sanghvi,St. Xavier's College,92.72,96.55,0.2,24.7,37.89,66.82,0.95,16.84,1
KOL-2026312,Oscar Mahal,University of Calcutta,63.22,86.83,8.6,69.9,48.76,72.1,0.72,542.84,0
KOL-2026313,Finn Bhat,University of Calcutta,32.96,42.44,7.4,75.4,35.31,42.67,0.76,243.18,0
KOL-2026314,Qadim Narayanan,Jadavpur University,69.42,72.84,1.2,45.6,50.52,52.46,0.94,80.97,1
KOL-2026315,Vihaan Banerjee,St. Xavier's College,82.02,65.18,2.5,32.3,58.23,55.98,1.24,202.8,0
KOL-2026316,Omya Mani,Presidency University,64.31,100.0,6.0,27.6,73.94,72.07,0.64,383.47,0
KOL-2026317,Hemang Grewal,University of Calcutta,95.81,75.35,3.6,46.2,28.58,66.65,1.25,347.25,0
KOL-2026318,Akshay Sem,University of Calcutta,43.73,69.0,10.1,90.8,72.76,62.29,0.62,440.13,0
KOL-2026319,Kavya Gokhale,University of Calcutta,30.38,49.81,1.2,19.5,56.64,31.7,0.6,37.75,0
KOL-2026320,Amol Narasimhan,University of Calcutta,26.46,85.94,0.2,41.0,100.0,42.84,0.3,6.49,1
KOL-2026321,Advik Krishna,Presidency University,14.33,56.99,7.9,84.0,35.41,43.93,0.25,112.57,0
KOL-2026322,Guneet Prabhu,Jadavpur University,59.76,62.03,13.3,2.0,65.07,71.15,0.95,792.17,0
KOL-2026323,Nicholas Garg,University of Calcutta,93.89,67.74,5.1,25.2,65.38,66.15,1.37,476.78,0
KOL-2026324,Wridesh Dara,St. Xavier's College,83.67,54.65,5.3,34.3,82.52,58.36,1.5,445.14,0
KOL-2026325,Oscar Sura,Presidency University,30.99,100.0,0.8,18.7,48.09,51.08,0.31,25.72,1
KOL-2026326,Oeshi Joshi,University of Calcutta,23.02,100.0,7.7,40.6,58.9,63.4,0.23,177.13,0
KOL-2026327,Leena Jani,St. Xavier's College,81.46,83.07,5.9,37.2,56.05,70.4,0.97,484.28,0
KOL-2026328,Finn Bhandari,University of Calcutta,65.71,96.75,6.1,2.0,73.12,71.43,0.67,399.36,0
KOL-2026329,Thomas Bhat,Jadavpur University,69.59,54.12,7.9,58.7,44.54,59.53,1.26,552.14,0
KOL-2026330,Ekavir Dua,Presidency University,48.62,26.37,1.8,56.6,79.06,29.01,1.78,87.84,1
KOL-2026331,Widisha Naidu,Jadavpur University,85.95,79.45,1.8,45.8,76.01,61.33,1.07,150.83,0
KOL-2026332,Amol Dani,Presidency University,96.16,84.83,5.2,61.8,59.47,73.99,1.12,502.9,0
KOL-2026333,Daniel Vig,University of Calcutta,66.41,44.14,1.6,31.4,44.15,41.09,1.47,108.71,0
KOL-2026334,Anmol Rai,University of Calcutta,28.34,70.97,4.0,14.6,73.18,45.47,0.39,113.48,0
KOL-2026335,Henry Ramesh,Presidency University,34.63,43.64,1.3,11.5,76.59,30.65,0.78,45.3,1
KOL-2026336,Sara Dhar,St. Xavier's College,64.18,8.89,6.2,4.0,61.2,36.15,6.49,399.46,1
KOL-2026337,Vaishnavi Anne,St. Xavier's College,99.93,28.35,0.0,39.6,96.01,41.32,3.4,0.0,1
KOL-2026338,Vidhi Panchal,University of Calcutta,74.61,51.23,6.8,10.7,69.53,57.5,1.43,509.23,0
KOL-2026339,Yashvi Sachdev,University of Calcutta,93.32,100.0,5.4,22.3,59.49,79.51,0.92,501.48,0
KOL-2026340,Nihal Patil,Jadavpur University,54.72,53.54,2.2,38.8,43.55,42.47,1.0,118.5,1
KOL-2026341,Ati Chander,University of Calcutta,70.0,64.74,2.9,38.9,76.5,53.01,1.06,199.68,0
KOL-2026342,Faras Chatterjee,Presidency University,55.52,56.5,0.0,14.5,50.48,39.25,0.97,0.0,1
KOL-2026343,Anay Raman,St. Xavier's College,75.78,70.42,7.0,31.6,67.81,65.85,1.06,528.78,0
KOL-2026344,Arya Dayal,St. Xavier's College,75.84,48.68,0.0,31.6,88.45,42.22,1.53,0.0,1
KOL-2026345,Yahvi Soman,Jadavpur University,91.24,99.61,4.3,39.9,47.65,76.45,0.91,393.27,0
KOL-2026346,Suhani Kaur,St. Xavier's College,83.55,98.71,3.5,23.7,60.01,72.07,0.84,293.41,0
KOL-2026347,Jackson Tripathi,St. Xavier's College,38.24,0.71,2.1,4.5,49.84,16.2,22.4,79.27,1
KOL-2026348,Vamakshi Toor,Presidency University,60.03,100.0,5.1,42.5,72.44,69.03,0.59,308.76,0
KOL-2026349,Nandini Kala,St. Xavier's College,92.86,62.88,6.3,8.2,28.92,66.61,1.45,589.36,0
KOL-2026350,Saumya Mishra,Jadavpur University,78.28,39.74,1.0,63.1,36.21,41.43,1.92,74.85,1
KOL-2026351,Udyati Sem,Jadavpur University,50.19,82.87,2.8,50.1,49.12,54.31,0.6,143.02,0
KOL-2026352,Parth Goel,St. Xavier's College,70.9,36.94,6.6,22.2,55.43,50.17,1.87,467.44,0
KOL-2026353,Logan Sodhi,University of Calcutta,13.63,59.65,12.4,54.6,59.61,54.62,0.22,169.6,0
KOL-2026354,Om Pal,St. Xavier's College,70.49,80.32,0.0,62.9,74.31,53.28,0.87,0.0,1
KOL-2026355,Shivani Murty,Jadavpur University,79.65,65.55,6.4,49.8,52.92,63.73,1.2,506.15,0
KOL-2026356,Fariq Lall,Jadavpur University,72.24,100.0,0.0,2.0,63.3,61.67,0.72,0.0,1
KOL-2026357,Qadim Kurian,Presidency University,73.81,71.83,3.2,72.2,27.98,57.77,1.01,237.59,0
KOL-2026358,Ikbal Savant,St. Xavier's College,67.73,18.99,3.4,76.5,60.42,35.17,3.39,229.23,0
KOL-2026359,Yagnesh Pillay,St. Xavier's College,42.28,47.74,2.7,27.1,85.63,37.54,0.87,113.59,1
KOL-2026360,Faqid Krishnan,Presidency University,45.55,71.9,5.7,63.5,91.61,54.73,0.62,261.62,0
KOL-2026361,Jagrati Kamdar,Jadavpur University,52.16,29.79,3.2,46.7,79.75,34.38,1.69,165.92,1
KOL-2026362,Pooja Ray,Presidency University,62.96,69.25,1.1,87.2,27.85,48.9,0.9,67.81,1
KOL-2026363,Vamakshi Chakraborty,University of Calcutta,100.0,65.19,3.3,26.1,56.39,63.22,1.51,333.49,0
KOL-2026364,Rachana Luthra,St. Xavier's College,21.34,100.0,0.0,28.3,51.42,46.4,0.21,0.0,1
KOL-2026365,Yashica Pandey,Jadavpur University,34.84,77.94,11.1,2.0,63.79,65.38,0.44,386.22,0
KOL-2026366,Varenya Gole,Presidency University,79.37,65.54,1.8,47.2,96.09,53.79,1.19,139.28,0
KOL-2026367,Bhanumati Dhingra,Jadavpur University,85.83,28.79,0.7,46.8,89.68,38.66,2.88,56.0,1
KOL-2026368,Nidhi Dixit,University of Calcutta,63.11,64.98,0.0,50.1,77.65,44.93,0.96,0.0,1
KOL-2026369,Harinakshi Rama,St. Xavier's College,59.66,72.44,2.5,33.3,100.0,52.17,0.81,147.45,0
KOL-2026370,Chatura Raja,Presidency University,62.12,46.87,6.6,30.5,47.01,51.54,1.3,410.26,0
KOL-2026371,Vanya Bhardwaj,Jadavpur University,100.0,48.19,0.0,60.2,46.31,49.28,2.03,0.0,1
KOL-2026372,Anay Mandal,St. Xavier's College,26.66,89.99,0.0,53.3,60.29,43.99,0.29,0.0,1
KOL-2026373,Vasana Shroff,St. Xavier's College,61.05,84.22,4.4,49.6,99.53,61.37,0.72,266.81,0
KOL-2026374,Chameli Kota,Jadavpur University,100.0,67.92,0.9,2.0,56.22,59.0,1.45,85.43,1
KOL-2026375,Tristan Deo,St. Xavier's College,67.19,100.0,0.0,34.7,34.95,60.16,0.67,0.0,1
KOL-2026376,Wahab Gala,St. Xavier's College,89.51,53.22,0.0,40.0,68.73,48.14,1.65,0.0,1
KOL-2026377,Odika Gandhi,Presidency University,97.19,35.01,6.4,64.8,24.43,56.83,2.7,620.13,0
KOL-2026378,Omya Shenoy,St. Xavier's College,58.91,62.72,5.2,22.8,46.49,53.94,0.92,307.32,0
KOL-2026379,Om Oommen,Presidency University,46.08,34.6,6.4,6.3,73.33,41.33,1.29,293.89,0
KOL-2026380,Gagan Pradhan,St. Xavier's College,32.03,46.03,8.2,10.5,50.71,45.55,0.68,262.0,0
KOL-2026381,Chandresh Dugar,University of Calcutta,87.23,57.96,1.9,70.6,94.78,53.44,1.48,166.51,0
KOL-2026382,Madhavi Sengupta,University of Calcutta,71.88,42.37,1.1,48.1,68.37,40.85,1.66,78.59,1
KOL-2026383,Ansh Doshi,Presidency University,84.31,22.91,7.7,10.0,52.32,50.92,3.53,647.65,1
KOL-2026384,Viraj Grover,Presidency University,100.0,100.0,6.1,30.4,70.69,83.12,0.99,612.35,0
KOL-2026385,Parth Varughese,University of Calcutta,62.95,100.0,4.8,47.4,73.32,69.18,0.62,302.47,0
KOL-2026386,Luke Banerjee,St. Xavier's College,88.46,47.72,2.0,7.5,68.79,50.01,1.82,180.98,0
KOL-2026387,Anita Arora,Presidency University,80.07,100.0,4.0,51.7,38.17,72.55,0.79,318.72,0
KOL-2026388,Zashil Mahal,Jadavpur University,85.3,88.77,3.0,33.2,29.64,67.47,0.95,253.44,0
KOL-2026389,Aayush Gola,St. Xavier's College,89.59,81.11,5.8,36.2,60.14,71.65,1.09,515.34,0
KOL-2026390,Vidhi Krishnan,St. Xavier's College,85.37,76.79,5.7,21.8,16.93,68.59,1.1,488.52,0
KOL-2026391,Yuvraj Andra,University of Calcutta,59.47,40.84,6.4,25.2,81.2,47.95,1.42,382.2,0
KOL-2026392,Ekbal Sharma,Presidency University,85.04,26.75,8.2,41.5,52.61,53.87,3.06,700.87,1
KOL-2026393,Nihal Seshadri,St. Xavier's College,30.92,76.44,0.4,2.0,29.55,40.7,0.4,12.28,1
KOL-2026394,Vrinda Apte,Presidency University,56.16,100.0,2.1,2.0,37.67,61.4,0.56,119.31,0
KOL-2026395,Ekbal Kashyap,Presidency University,66.57,49.65,4.6,47.5,82.35,49.6,1.31,303.56,0
KOL-2026396,Anika Deol,Presidency University,62.09,27.87,2.6,41.5,40.72,35.24,2.15,158.5,0
KOL-2026397,Samesh Tank,University of Calcutta,77.56,63.64,4.1,16.0,55.39,57.54,1.2,319.16,0
KOL-2026398,Girik Mital,Presidency University,89.58,93.99,0.0,11.8,30.07,64.47,0.94,0.0,1
KOL-2026399,Zarna Kashyap,University of Calcutta,68.16,24.41,0.8,9.9,64.15,31.87,2.68,52.72,1
KOL-2026400,Ojasvi Singh,Jadavpur University,54.12,69.95,2.1,28.2,93.47,48.69,0.76,112.93,1
KOL-2026401,Gaurav Biswas,St. Xavier's College,41.41,88.23,6.8,6.3,76.38,62.37,0.46,283.23,0
KOL-2026402,Hemal Dar,St. Xavier's College,45.3,39.31,7.6,41.8,71.03,45.52,1.12,342.58,0
KOL-2026403,Pranit Saha,Jadavpur University,78.6,27.86,7.7,64.2,55.41,51.15,2.72,602.48,1
KOL-2026404,Nidhi Pall,University of Calcutta,36.32,79.4,6.0,33.4,82.49,55.52,0.45,217.97,0
KOL-2026405,Vasatika Kulkarni,St. Xavier's College,82.42,36.45,3.9,30.6,64.51,47.7,2.2,322.89,0
KOL-2026406,Sai Sama,University of Calcutta,67.11,88.13,2.5,2.0,94.99,60.68,0.75,165.84,0
KOL-2026407,David Iyer,University of Calcutta,41.57,84.31,2.2,41.6,65.88,50.99,0.49,93.1,1
KOL-2026408,Ubika Majumdar,University of Calcutta,52.76,45.66,0.8,14.2,58.66,35.79,1.13,41.85,1
KOL-2026409,Yasti Sarkar,Jadavpur University,85.01,100.0,2.0,41.0,69.99,69.72,0.84,167.44,0
KOL-2026410,Atharv Vaidya,Jadavpur University,71.67,85.8,5.7,4.1,77.38,68.01,0.83,407.66,0
KOL-2026411,Zinal Bhardwaj,University of Calcutta,53.21,66.06,6.4,29.8,81.46,56.08,0.79,340.09,0
KOL-2026412,Anusha Aurora,Presidency University,52.71,26.33,5.1,53.0,55.38,37.19,1.93,266.88,0
KOL-2026413,Eiravati Kannan,Jadavpur University,40.55,84.4,1.9,78.0,99.85,49.95,0.47,76.21,1
KOL-2026414,Matthew Wali,Presidency University,57.91,89.07,2.6,33.9,60.51,58.67,0.64,153.17,0
KOL-2026415,Nathaniel Oommen,Presidency University,69.7,45.69,2.3,71.1,34.87,44.06,1.49,158.49,0
KOL-2026416,Manya Palla,University of Calcutta,63.86,57.17,6.8,43.5,71.41,56.52,1.1,432.12,0
KOL-2026417,Faris Nigam,Presidency University,62.71,47.86,0.2,14.4,100.0,38.39,1.28,12.67,1
KOL-2026418,Gabriel Mody,Presidency University,40.28,27.97,5.7,48.7,70.98,35.46,1.39,229.03,0
KOL-2026419,Nakul Dugar,Presidency University,67.24,74.18,4.3,2.0,55.4,59.06,0.89,289.17,0
KOL-2026420,Harita Sur,University of Calcutta,73.85,100.0,5.3,27.2,78.44,73.48,0.73,390.41,0
KOL-2026421,Naksh Tata,University of Calcutta,79.24,81.99,11.2,6.7,69.47,80.56,0.95,887.35,0
KOL-2026422,Aadhya Dua,Jadavpur University,82.22,39.28,2.5,27.6,79.52,45.82,2.04,208.78,0
KOL-2026423,Tarak Vora,Jadavpur University,42.59,66.54,1.5,3.5,55.66,42.64,0.63,64.59,1
KOL-2026424,Neel Chakrabarti,Presidency University,100.0,77.12,0.0,20.9,80.43,60.85,1.28,0.0,1
KOL-2026425,Varsha Konda,University of Calcutta,35.11,12.36,10.5,44.7,42.63,38.08,2.63,370.34,1
KOL-2026426,Yutika Chadha,University of Calcutta,12.01,65.09,5.1,58.1,39.72,40.67,0.18,61.84,0
KOL-2026427,Rishi Sem,Presidency University,49.64,72.15,0.9,24.8,40.08,45.61,0.68,43.0,1
KOL-2026428,Zansi Shenoy,Jadavpur University,88.89,58.43,4.1,2.0,54.01,58.9,1.5,367.44,0
KOL-2026429,Tristan Nori,University of Calcutta,100.0,33.86,9.1,59.9,65.61,63.1,2.87,912.46,0
KOL-2026430,Aahana Ray,Jadavpur University,78.19,75.9,3.8,65.6,81.93,61.99,1.02,298.21,0
KOL-2026431,Nandini Sane,Presidency University,40.98,59.32,1.2,33.4,84.75,38.59,0.68,49.17,1
KOL-2026432,Nandini Goswami,University of Calcutta,69.06,66.62,7.0,2.0,47.87,62.3,1.02,481.3,0
KOL-2026433,Yashodhara Kulkarni,Presidency University,96.4,51.23,0.0,50.5,47.29,49.41,1.85,0.0,0
KOL-2026434,Zilmil Nadkarni,St. Xavier's College,56.26,59.83,1.9,2.0,77.94,44.85,0.92,105.97,0
KOL-2026435,Ridhi Narasimhan,Presidency University,84.33,33.14,3.3,34.8,71.98,45.62,2.47,277.86,0
KOL-2026436,Jagvi Bose,Presidency University,53.85,67.3,5.6,71.4,74.09,55.07,0.79,301.58,0
KOL-2026437,Onveer Sankar,Presidency University,71.84,100.0,5.4,13.5,88.07,73.2,0.71,390.41,0
KOL-2026438,Bakhshi Rao,University of Calcutta,60.25,51.57,5.0,46.6,63.95,49.5,1.15,303.56,0
KOL-2026439,Nikita Bala,Presidency University,100.0,95.0,4.7,58.5,39.35,78.0,1.04,466.72,0
KOL-2026440,Oeshi Pai,Presidency University,100.0,58.89,1.0,18.7,38.21,55.77,1.67,103.33,1
KOL-2026441,Harrison Dalal,St. Xavier's College,61.85,25.64,4.1,57.6,41.84,37.5,2.32,250.78,0
KOL-2026442,Advay Gulati,University of Calcutta,81.24,93.86,1.7,56.4,38.16,65.55,0.86,137.91,0
KOL-2026443,Tristan Srivastava,St. Xavier's College,73.78,80.49,0.0,12.6,71.94,54.33,0.91,0.0,1
KOL-2026444,Ranbir Bhatt,Presidency University,80.19,26.72,7.0,4.2,71.05,49.68,2.89,558.82,1
KOL-2026445,Vyanjana Kari,University of Calcutta,54.67,81.3,4.9,21.5,39.83,59.44,0.66,268.52,0
KOL-2026446,Tanvi Palan,St. Xavier's College,77.69,21.19,4.3,28.4,73.58,41.07,3.5,336.7,1
KOL-2026447,Gunbir Ramakrishnan,Presidency University,62.75,85.49,5.2,42.9,69.39,64.11,0.73,324.6,0
KOL-2026448,Tanay Singhal,Jadavpur University,86.65,82.15,0.4,28.9,59.21,59.8,1.04,38.27,1
KOL-2026449,Maya Kant,St. Xavier's College,77.34,100.0,7.8,2.2,72.44,79.89,0.77,602.22,0
KOL-2026450,Gaurang Pant,University of Calcutta,78.51,95.55,11.0,60.6,64.99,85.44,0.81,866.98,0
KOL-2026451,Nikita Dey,St. Xavier's College,73.19,65.67,2.8,74.1,43.63,54.16,1.1,202.73,0
KOL-2026452,Jagat Savant,St. Xavier's College,81.0,25.82,5.3,2.0,72.51,45.96,3.02,428.21,1
KOL-2026453,Max Dixit,St. Xavier's College,56.97,68.46,10.8,22.4,38.82,67.7,0.82,617.51,0
KOL-2026454,Nicholas Shukla,Jadavpur University,100.0,65.1,7.5,68.5,45.15,72.2,1.51,754.01,0
KOL-2026455,Gautam Kaur,University of Calcutta,97.08,100.0,6.0,13.0,99.74,81.92,0.96,579.57,0
KOL-2026456,Ishwar Sarna,University of Calcutta,62.63,74.59,9.4,56.3,68.3,68.85,0.83,591.17,0
KOL-2026457,Aahana Puri,University of Calcutta,70.96,80.63,0.0,27.6,64.83,53.54,0.87,0.0,0
KOL-2026458,Fiyaz Acharya,Presidency University,78.5,59.27,10.1,74.3,50.68,69.0,1.3,796.31,0
KOL-2026459,Oni Chaudry,University of Calcutta,68.37,52.35,4.7,16.0,37.39,51.49,1.28,320.16,0
KOL-2026460,Aditya Dewan,University of Calcutta,83.85,42.48,7.1,19.2,65.06,57.43,1.93,598.16,0
KOL-2026461,Chandran Contractor,Jadavpur University,69.26,77.73,2.2,30.1,55.88,56.57,0.88,151.85,0
KOL-2026462,Manthan Sem,Presidency University,66.11,21.64,2.3,27.9,54.88,33.38,2.92,150.8,0
KOL-2026463,Aashi Rajagopalan,Presidency University,68.64,78.42,7.1,18.8,35.94,67.09,0.86,484.66,0
KOL-2026464,Advay Parmer,St. Xavier's College,59.28,55.15,1.3,2.6,50.88,42.64,1.06,77.36,0
KOL-2026465,Gopal D’Alia,Presidency University,83.09,49.39,2.6,11.8,59.37,50.16,1.65,212.26,0
KOL-2026466,Lohit Kulkarni,Presidency University,82.61,15.0,2.7,42.5,63.68,36.66,5.16,226.46,1
KOL-2026467,Charles Mander,Jadavpur University,77.7,36.89,3.7,2.0,58.39,45.92,2.05,284.82,0
KOL-2026468,Lucky Dhar,University of Calcutta,90.14,49.61,3.6,19.1,94.78,54.58,1.78,323.72,0
KOL-2026469,Harinakshi Sodhi,Presidency University,100.0,87.8,5.7,44.2,67.88,77.31,1.13,568.72,0
